Phrase,Sentiment
good creative happy brilliant,Positive
regular sufficient adequate,Neutral
standard adequate sufficient typical,Neutral
adequate typical,Neutral
failure poor,Negative
inspired joyful strong happy,Positive
adequate regular standard common,Neutral
common regular normal,Neutral
common normal,Neutral
inspired joyful happy,Positive
bad angry,Negative
strong successful,Positive
brilliant happy strong joyful,Positive
typical adequate,Neutral
usual typical,Neutral
sad terrible horrible disappointing,Negative
standard regular adequate typical,Neutral
horrible failure,Negative
sufficient standard adequate normal,Neutral
adequate basic standard usual,Neutral
weak frustrated disappointing,Negative
bad sad horrible weak,Negative
usual basic average common,Neutral
inspired happy wonderful,Positive
weak horrible terrible poor,Negative
frustrated horrible failure,Negative
basic sufficient common,Neutral
wonderful brilliant joyful,Positive
strong brilliant,Positive
bad terrible horrible angry,Negative
creative good strong joyful,Positive
standard average,Neutral
frustrated angry,Negative
successful wonderful,Positive
terrible sad bad,Negative
basic typical common normal,Neutral
angry bad,Negative
strong successful,Positive
disappointing frustrated,Negative
average basic,Neutral
strong successful inspired,Positive
regular standard adequate,Neutral
regular sufficient usual typical,Neutral
basic average sufficient usual,Neutral
successful joyful wonderful inspired,Positive
sufficient basic adequate typical,Neutral
bad frustrated,Negative
weak failure,Negative
sufficient typical common,Neutral
joyful good brilliant,Positive
usual basic sufficient regular,Neutral
poor frustrated disappointing,Negative
successful joyful,Positive
weak sad,Negative
wonderful joyful brilliant successful,Positive
joyful brilliant good,Positive
frustrated bad failure sad,Negative
excellent wonderful,Positive
weak failure disappointing bad,Negative
angry terrible poor,Negative
brilliant joyful creative,Positive
average sufficient basic adequate,Neutral
wonderful successful,Positive
normal typical,Neutral
successful excellent brilliant,Positive
wonderful excellent strong creative,Positive
terrible angry,Negative
sad weak poor,Negative
poor weak terrible sad,Negative
regular average,Neutral
disappointing poor sad bad,Negative
regular sufficient common,Neutral
joyful creative good wonderful,Positive
happy excellent,Positive
average regular,Neutral
poor bad,Negative
sufficient standard,Neutral
standard common,Neutral
standard adequate average,Neutral
standard typical usual,Neutral
basic average normal regular,Neutral
regular common,Neutral
creative inspired,Positive
failure frustrated poor angry,Negative
common usual,Neutral
normal adequate usual,Neutral
happy excellent wonderful,Positive
creative successful wonderful,Positive
angry frustrated weak,Negative
bad angry failure sad,Negative
basic normal,Neutral
adequate typical basic usual,Neutral
poor angry,Negative
sad poor,Negative
average normal standard,Neutral
excellent strong brilliant happy,Positive
typical standard,Neutral
sad terrible bad,Negative
angry terrible failure,Negative
adequate common average,Neutral
common usual regular sufficient,Neutral
good brilliant successful,Positive
wonderful strong,Positive
brilliant strong joyful,Positive
weak bad,Negative
happy wonderful excellent creative,Positive
terrible horrible,Negative
basic normal standard,Neutral
joyful inspired happy good,Positive
adequate sufficient average,Neutral
frustrated weak horrible angry,Negative
basic typical adequate sufficient,Neutral
sufficient standard usual typical,Neutral
basic typical,Neutral
successful happy creative strong,Positive
failure horrible frustrated,Negative
good strong happy brilliant,Positive
poor frustrated bad,Negative
bad frustrated disappointing horrible,Negative
angry horrible,Negative
happy joyful,Positive
common normal,Neutral
adequate standard sufficient basic,Neutral
failure sad angry frustrated,Negative
usual average normal common,Neutral
average normal sufficient standard,Neutral
standard sufficient average usual,Neutral
common regular basic,Neutral
normal standard basic,Neutral
failure bad,Negative
inspired joyful strong,Positive
happy successful joyful,Positive
brilliant successful,Positive
angry horrible failure,Negative
good joyful excellent successful,Positive
angry poor,Negative
strong brilliant wonderful,Positive
disappointing terrible failure bad,Negative
poor horrible frustrated,Negative
usual common,Neutral
average usual,Neutral
good creative excellent,Positive
typical normal usual,Neutral
usual basic standard adequate,Neutral
creative brilliant,Positive
normal usual basic sufficient,Neutral
weak sad bad failure,Negative
joyful good,Positive
good joyful strong,Positive
excellent successful,Positive
normal regular,Neutral
angry bad,Negative
creative strong joyful,Positive
common standard usual,Neutral
creative brilliant happy,Positive
standard typical,Neutral
frustrated terrible bad,Negative
strong successful happy creative,Positive
inspired brilliant joyful,Positive
poor weak disappointing,Negative
typical regular usual,Neutral
frustrated failure,Negative
joyful excellent inspired,Positive
creative strong happy,Positive
strong joyful brilliant,Positive
common average,Neutral
sufficient standard,Neutral
wonderful successful brilliant excellent,Positive
strong successful,Positive
basic regular average common,Neutral
basic usual adequate,Neutral
strong excellent inspired,Positive
bad horrible terrible sad,Negative
bad angry disappointing,Negative
excellent successful,Positive
brilliant successful good excellent,Positive
poor weak bad failure,Negative
brilliant excellent,Positive
inspired strong wonderful happy,Positive
disappointing terrible sad angry,Negative
creative wonderful brilliant strong,Positive
inspired brilliant wonderful creative,Positive
bad weak terrible,Negative
wonderful joyful happy,Positive
weak bad,Negative
basic usual,Neutral
brilliant good,Positive
joyful excellent brilliant,Positive
creative happy joyful,Positive
regular average,Neutral
poor horrible bad,Negative
angry failure horrible poor,Negative
happy inspired good,Positive
bad weak,Negative
strong successful,Positive
brilliant excellent,Positive
creative strong successful,Positive
terrible weak angry sad,Negative
adequate regular average basic,Neutral
inspired brilliant joyful,Positive
joyful excellent,Positive
average normal,Neutral
angry horrible bad poor,Negative
sufficient typical usual average,Neutral
strong inspired brilliant,Positive
basic normal,Neutral
sad disappointing frustrated,Negative
strong joyful,Positive
joyful happy inspired successful,Positive
regular adequate typical,Neutral
poor terrible weak,Negative
sad frustrated,Negative
normal standard typical adequate,Neutral
happy brilliant joyful good,Positive
inspired happy,Positive
angry sad disappointing,Negative
strong creative,Positive
common adequate,Neutral
horrible disappointing weak angry,Negative
successful strong creative joyful,Positive
horrible bad poor sad,Negative
brilliant strong successful,Positive
happy wonderful,Positive
excellent inspired,Positive
good wonderful,Positive
wonderful joyful,Positive
horrible frustrated terrible,Negative
failure terrible weak,Negative
typical common,Neutral
usual regular sufficient,Neutral
angry weak disappointing,Negative
horrible disappointing weak,Negative
creative wonderful happy good,Positive
frustrated disappointing terrible,Negative
standard normal typical basic,Neutral
happy wonderful,Positive
normal adequate,Neutral
normal average common,Neutral
excellent inspired joyful,Positive
joyful strong inspired happy,Positive
good joyful excellent,Positive
usual normal,Neutral
good strong wonderful brilliant,Positive
typical usual regular basic,Neutral
usual common standard,Neutral
regular usual,Neutral
terrible disappointing failure angry,Negative
failure horrible,Negative
disappointing angry frustrated failure,Negative
frustrated poor horrible,Negative
strong happy,Positive
bad weak failure disappointing,Negative
brilliant creative wonderful,Positive
regular average common sufficient,Neutral
inspired good brilliant,Positive
strong creative inspired,Positive
typical regular standard basic,Neutral
weak sad,Negative
frustrated bad sad disappointing,Negative
disappointing terrible weak,Negative
joyful excellent wonderful,Positive
usual normal basic,Neutral
frustrated bad sad,Negative
creative happy inspired strong,Positive
failure sad,Negative
strong joyful excellent good,Positive
poor horrible,Negative
sad horrible bad,Negative
regular usual average,Neutral
happy brilliant,Positive
inspired strong successful,Positive
poor weak horrible,Negative
horrible terrible,Negative
failure terrible poor bad,Negative
typical sufficient average standard,Neutral
disappointing failure bad,Negative
common sufficient,Neutral
usual regular standard,Neutral
usual standard normal average,Neutral
sufficient typical standard,Neutral
disappointing terrible,Negative
good wonderful inspired happy,Positive
frustrated disappointing horrible sad,Negative
wonderful creative,Positive
average sufficient typical adequate,Neutral
terrible weak,Negative
basic adequate typical,Neutral
typical usual,Neutral
typical basic normal,Neutral
usual sufficient,Neutral
excellent inspired creative brilliant,Positive
joyful strong inspired successful,Positive
usual common,Neutral
common regular,Neutral
bad angry,Negative
frustrated poor sad failure,Negative
normal sufficient basic,Neutral
angry frustrated horrible,Negative
successful brilliant,Positive
sufficient standard typical common,Neutral
usual standard normal,Neutral
average regular basic adequate,Neutral
excellent happy brilliant,Positive
brilliant happy,Positive
failure terrible horrible frustrated,Negative
excellent happy strong,Positive
terrible disappointing poor,Negative
poor failure,Negative
angry bad frustrated sad,Negative
brilliant excellent happy good,Positive
adequate normal usual common,Neutral
terrible failure,Negative
happy brilliant inspired,Positive
happy joyful,Positive
common regular,Neutral
regular basic standard,Neutral
failure bad frustrated weak,Negative
poor bad horrible,Negative
weak horrible bad disappointing,Negative
regular usual,Neutral
frustrated poor disappointing sad,Negative
sufficient typical regular,Neutral
bad terrible,Negative
brilliant inspired wonderful successful,Positive
angry failure bad sad,Negative
usual basic,Neutral
excellent strong,Positive
common usual,Neutral
poor horrible terrible,Negative
wonderful good,Positive
happy strong,Positive
creative excellent joyful brilliant,Positive
weak disappointing,Negative
poor frustrated disappointing,Negative
bad sad frustrated,Negative
weak bad failure poor,Negative
joyful brilliant wonderful successful,Positive
bad sad failure,Negative
regular adequate,Neutral
joyful good successful strong,Positive
disappointing failure bad,Negative
good excellent happy,Positive
bad angry,Negative
common adequate,Neutral
common regular standard,Neutral
angry bad disappointing horrible,Negative
good brilliant joyful inspired,Positive
sad terrible bad horrible,Negative
happy strong,Positive
poor terrible,Negative
normal typical adequate basic,Neutral
creative brilliant wonderful strong,Positive
disappointing frustrated bad,Negative
strong joyful,Positive
regular normal,Neutral
normal average adequate,Neutral
frustrated weak terrible,Negative
standard average,Neutral
adequate usual standard normal,Neutral
joyful strong creative,Positive
typical sufficient normal usual,Neutral
strong happy,Positive
usual normal typical average,Neutral
wonderful strong good,Positive
wonderful successful brilliant inspired,Positive
sad terrible,Negative
typical sufficient,Neutral
good inspired creative,Positive
terrible poor,Negative
angry terrible bad,Negative
basic common,Neutral
happy creative joyful inspired,Positive
adequate sufficient common typical,Neutral
good excellent wonderful,Positive
frustrated failure poor horrible,Negative
horrible sad weak poor,Negative
adequate average regular,Neutral
excellent strong successful,Positive
typical basic,Neutral
regular average standard normal,Neutral
strong good,Positive
common usual basic,Neutral
average basic,Neutral
angry frustrated bad,Negative
bad weak horrible,Negative
successful good happy,Positive
weak horrible,Negative
standard adequate typical,Neutral
excellent strong creative inspired,Positive
inspired happy good excellent,Positive
failure disappointing angry,Negative
standard common normal average,Neutral
successful wonderful,Positive
good creative strong,Positive
failure weak,Negative
basic standard average adequate,Neutral
bad angry failure poor,Negative
bad sad,Negative
adequate normal,Neutral
creative wonderful successful brilliant,Positive
disappointing weak angry frustrated,Negative
poor angry terrible,Negative
adequate sufficient,Neutral
horrible failure sad,Negative
strong excellent happy,Positive
good successful strong,Positive
strong inspired,Positive
wonderful successful joyful,Positive
normal regular adequate,Neutral
typical sufficient,Neutral
frustrated bad horrible,Negative
happy good creative,Positive
terrible horrible weak disappointing,Negative
angry horrible,Negative
basic normal,Neutral
average normal adequate regular,Neutral
common sufficient usual typical,Neutral
inspired brilliant good,Positive
happy creative,Positive
creative excellent inspired,Positive
regular average,Neutral
good happy creative,Positive
happy successful good creative,Positive
horrible disappointing,Negative
sufficient typical adequate,Neutral
common normal,Neutral
frustrated weak,Negative
wonderful creative happy,Positive
bad terrible,Negative
good inspired brilliant,Positive
brilliant inspired excellent strong,Positive
horrible angry,Negative
normal average adequate,Neutral
inspired good excellent,Positive
regular typical common average,Neutral
common average basic sufficient,Neutral
adequate standard usual normal,Neutral
strong wonderful happy joyful,Positive
happy inspired wonderful,Positive
strong excellent,Positive
good successful strong wonderful,Positive
inspired successful joyful,Positive
standard typical common,Neutral
poor angry,Negative
average basic typical standard,Neutral
regular usual,Neutral
sufficient common typical adequate,Neutral
horrible frustrated weak terrible,Negative
usual common,Neutral
normal sufficient,Neutral
happy successful,Positive
sad weak bad frustrated,Negative
happy brilliant creative,Positive
regular adequate sufficient,Neutral
average normal regular,Neutral
sad poor weak frustrated,Negative
sad poor disappointing frustrated,Negative
good wonderful brilliant,Positive
creative excellent joyful,Positive
brilliant creative,Positive
standard normal,Neutral
joyful creative good,Positive
inspired excellent creative,Positive
basic average standard,Neutral
adequate standard sufficient,Neutral
sufficient basic average usual,Neutral
successful creative,Positive
basic usual,Neutral
brilliant joyful creative inspired,Positive
usual standard common typical,Neutral
typical usual sufficient average,Neutral
angry sad,Negative
joyful excellent creative good,Positive
adequate normal,Neutral
usual sufficient common,Neutral
typical normal basic standard,Neutral
good excellent strong brilliant,Positive
weak poor terrible disappointing,Negative
typical adequate,Neutral
angry horrible sad,Negative
disappointing frustrated,Negative
regular common,Neutral
horrible failure angry,Negative
sufficient common usual normal,Neutral
basic common average typical,Neutral
typical regular,Neutral
average basic common typical,Neutral
adequate usual common average,Neutral
excellent good successful,Positive
sufficient regular usual,Neutral
disappointing frustrated poor,Negative
wonderful brilliant strong successful,Positive
standard normal,Neutral
terrible failure angry horrible,Negative
horrible angry,Negative
happy wonderful,Positive
strong happy,Positive
inspired strong joyful successful,Positive
strong creative joyful good,Positive
wonderful creative strong joyful,Positive
normal usual common,Neutral
wonderful happy joyful inspired,Positive
common basic usual adequate,Neutral
sufficient standard,Neutral
sad angry,Negative
average common,Neutral
good inspired excellent happy,Positive
happy inspired strong excellent,Positive
angry poor,Negative
good strong,Positive
adequate sufficient basic typical,Neutral
inspired creative brilliant strong,Positive
average sufficient,Neutral
poor angry,Negative
happy successful joyful wonderful,Positive
inspired good creative happy,Positive
wonderful inspired,Positive
strong excellent,Positive
frustrated weak angry,Negative
weak horrible,Negative
average sufficient typical,Neutral
weak frustrated failure poor,Negative
joyful good successful happy,Positive
inspired good happy,Positive
terrible weak angry,Negative
successful brilliant,Positive
terrible poor,Negative
common regular,Neutral
regular basic usual,Neutral
regular average basic sufficient,Neutral
sad angry,Negative
sufficient regular normal adequate,Neutral
average adequate standard,Neutral
weak horrible disappointing sad,Negative
successful wonderful,Positive
strong brilliant inspired,Positive
sufficient common,Neutral
bad disappointing terrible weak,Negative
disappointing horrible angry poor,Negative
common standard,Neutral
regular adequate common basic,Neutral
inspired creative excellent happy,Positive
good creative joyful,Positive
brilliant joyful successful good,Positive
weak disappointing failure,Negative
regular typical standard adequate,Neutral
usual typical common,Neutral
creative wonderful joyful,Positive
failure weak terrible poor,Negative
wonderful strong,Positive
wonderful inspired successful strong,Positive
terrible frustrated disappointing,Negative
frustrated failure horrible bad,Negative
happy creative wonderful inspired,Positive
sufficient normal,Neutral
happy joyful wonderful,Positive
successful creative good,Positive
normal sufficient,Neutral
poor failure,Negative
inspired excellent joyful good,Positive
sufficient average adequate,Neutral
horrible disappointing,Negative
disappointing angry weak,Negative
joyful happy strong,Positive
poor failure horrible bad,Negative
common usual normal,Neutral
standard common basic,Neutral
failure poor,Negative
brilliant inspired,Positive
brilliant good joyful strong,Positive
poor terrible frustrated,Negative
adequate average,Neutral
regular normal common standard,Neutral
excellent good,Positive
sufficient regular,Neutral
brilliant successful inspired good,Positive
strong successful good happy,Positive
inspired creative wonderful,Positive
regular usual sufficient average,Neutral
usual regular basic standard,Neutral
terrible poor frustrated,Negative
strong wonderful,Positive
normal basic average sufficient,Neutral
creative successful,Positive
average adequate common sufficient,Neutral
sad poor,Negative
angry failure,Negative
basic regular,Neutral
common usual typical,Neutral
poor horrible bad frustrated,Negative
joyful happy brilliant good,Positive
average common usual basic,Neutral
normal standard adequate,Neutral
common sufficient,Neutral
average basic common,Neutral
good excellent,Positive
terrible disappointing,Negative
strong excellent happy good,Positive
strong creative excellent,Positive
wonderful joyful,Positive
horrible disappointing,Negative
frustrated terrible sad,Negative
creative inspired happy good,Positive
strong wonderful inspired,Positive
regular average adequate usual,Neutral
wonderful successful strong good,Positive
typical adequate standard,Neutral
bad weak,Negative
sad terrible bad failure,Negative
normal standard usual sufficient,Neutral
creative brilliant wonderful strong,Positive
horrible sad,Negative
frustrated failure angry,Negative
typical common sufficient standard,Neutral
sufficient common usual,Neutral
brilliant strong creative,Positive
frustrated bad angry weak,Negative
inspired wonderful joyful,Positive
horrible frustrated angry failure,Negative
failure weak bad,Negative
weak poor failure,Negative
excellent inspired,Positive
sad poor,Negative
poor terrible bad angry,Negative
bad poor angry,Negative
joyful strong,Positive
wonderful happy,Positive
frustrated angry disappointing terrible,Negative
average sufficient basic usual,Neutral
usual adequate sufficient,Neutral
usual typical,Neutral
common standard,Neutral
terrible failure bad,Negative
normal usual typical common,Neutral
usual common,Neutral
excellent joyful,Positive
average basic sufficient regular,Neutral
wonderful creative brilliant,Positive
sad frustrated failure,Negative
wonderful good excellent,Positive
successful strong,Positive
failure terrible bad angry,Negative
excellent strong,Positive
basic regular adequate,Neutral
good happy,Positive
happy brilliant creative,Positive
excellent wonderful brilliant,Positive
excellent creative,Positive
bad sad weak,Negative
inspired good happy creative,Positive
common usual,Neutral
adequate regular,Neutral
creative happy,Positive
terrible disappointing failure poor,Negative
creative successful,Positive
successful inspired good,Positive
common basic,Neutral
basic regular,Neutral
happy excellent strong,Positive
disappointing failure angry,Negative
failure terrible weak,Negative
standard regular typical,Neutral
standard average common typical,Neutral
regular common average,Neutral
frustrated weak poor disappointing,Negative
bad poor,Negative
bad failure horrible,Negative
inspired joyful successful brilliant,Positive
usual standard normal typical,Neutral
terrible poor weak sad,Negative
bad weak terrible,Negative
joyful happy good,Positive
average common,Neutral
brilliant successful,Positive
bad frustrated,Negative
creative good happy joyful,Positive
poor disappointing frustrated,Negative
bad horrible poor failure,Negative
terrible bad,Negative
frustrated sad,Negative
sad angry,Negative
usual common typical normal,Neutral
inspired brilliant wonderful,Positive
wonderful happy brilliant,Positive
weak bad terrible,Negative
adequate regular,Neutral
excellent wonderful brilliant,Positive
successful excellent wonderful,Positive
bad poor failure sad,Negative
sad disappointing,Negative
horrible failure poor,Negative
inspired joyful,Positive
sad terrible,Negative
creative good wonderful excellent,Positive
happy strong good,Positive
successful inspired happy creative,Positive
joyful creative brilliant successful,Positive
sufficient normal,Neutral
successful inspired creative,Positive
weak poor disappointing sad,Negative
angry terrible sad,Negative
weak failure frustrated sad,Negative
creative joyful good,Positive
successful inspired strong happy,Positive
excellent wonderful strong successful,Positive
disappointing horrible frustrated bad,Negative
brilliant successful creative good,Positive
average typical usual,Neutral
sad weak failure angry,Negative
disappointing horrible failure weak,Negative
frustrated sad,Negative
standard normal usual,Neutral
normal average sufficient typical,Neutral
regular typical usual,Neutral
joyful strong,Positive
usual normal standard common,Neutral
weak poor,Negative
strong joyful good,Positive
bad horrible poor disappointing,Negative
average usual,Neutral
regular sufficient,Neutral
adequate sufficient,Neutral
bad horrible sad,Negative
terrible sad poor bad,Negative
strong brilliant excellent,Positive
bad disappointing,Negative
wonderful strong successful good,Positive
frustrated poor horrible,Negative
average regular,Neutral
normal basic regular,Neutral
sad disappointing horrible frustrated,Negative
frustrated bad poor,Negative
usual typical normal regular,Neutral
standard adequate basic,Neutral
average sufficient common,Neutral
adequate basic sufficient,Neutral
bad horrible failure,Negative
usual typical average,Neutral
poor sad weak bad,Negative
good brilliant creative excellent,Positive
failure angry,Negative
frustrated bad terrible,Negative
failure weak frustrated,Negative
weak angry,Negative
poor weak,Negative
frustrated terrible,Negative
poor frustrated,Negative
regular typical,Neutral
regular basic,Neutral
angry terrible,Negative
frustrated weak,Negative
sufficient regular adequate normal,Neutral
frustrated terrible angry failure,Negative
failure bad,Negative
creative excellent,Positive
frustrated sad,Negative
happy joyful excellent,Positive
average typical,Neutral
bad disappointing,Negative
wonderful brilliant excellent,Positive
joyful brilliant excellent strong,Positive
average common standard,Neutral
good brilliant joyful,Positive
creative joyful,Positive
successful good inspired strong,Positive
regular usual,Neutral
adequate regular normal,Neutral
joyful wonderful,Positive
normal usual adequate,Neutral
good wonderful happy,Positive
angry frustrated poor sad,Negative
typical normal standard average,Neutral
sufficient standard regular common,Neutral
creative successful happy,Positive
average usual sufficient normal,Neutral
inspired wonderful brilliant,Positive
poor frustrated bad terrible,Negative
frustrated angry,Negative
bad frustrated disappointing,Negative
angry failure,Negative
strong good creative successful,Positive
excellent good wonderful,Positive
usual average,Neutral
common sufficient regular,Neutral
sufficient common average standard,Neutral
average basic typical,Neutral
disappointing failure angry sad,Negative
horrible failure sad angry,Negative
successful excellent inspired wonderful,Positive
sufficient normal,Neutral
adequate average,Neutral
brilliant creative,Positive
happy good excellent brilliant,Positive
excellent brilliant successful,Positive
excellent happy wonderful joyful,Positive
common basic,Neutral
failure terrible horrible,Negative
sufficient average common regular,Neutral
wonderful strong good,Positive
inspired excellent joyful successful,Positive
good creative happy,Positive
bad sad,Negative
angry sad disappointing weak,Negative
usual basic typical sufficient,Neutral
good creative strong excellent,Positive
basic average standard sufficient,Neutral
bad disappointing failure sad,Negative
sufficient adequate regular usual,Neutral
standard common basic,Neutral
joyful inspired successful strong,Positive
horrible frustrated,Negative
poor sad bad weak,Negative
normal average usual typical,Neutral
successful good wonderful happy,Positive
joyful excellent wonderful,Positive
standard adequate,Neutral
regular adequate average,Neutral
failure bad weak,Negative
adequate standard average basic,Neutral
normal common regular,Neutral
horrible poor terrible,Negative
failure disappointing angry frustrated,Negative
inspired excellent strong creative,Positive
average normal,Neutral
excellent happy,Positive
disappointing frustrated,Negative
successful happy,Positive
joyful happy brilliant,Positive
standard adequate normal,Neutral
common adequate basic,Neutral
happy joyful excellent inspired,Positive
sad angry,Negative
frustrated disappointing failure sad,Negative
disappointing terrible frustrated sad,Negative
creative excellent strong,Positive
joyful strong,Positive
sufficient normal,Neutral
regular normal basic usual,Neutral
inspired excellent,Positive
average basic typical standard,Neutral
successful strong good creative,Positive
sufficient common basic adequate,Neutral
normal common,Neutral
sad bad weak,Negative
regular common sufficient,Neutral
basic standard,Neutral
basic regular standard,Neutral
terrible frustrated sad,Negative
frustrated poor,Negative
joyful excellent,Positive
joyful brilliant creative,Positive
bad angry disappointing,Negative
disappointing sad terrible horrible,Negative
standard sufficient basic normal,Neutral
wonderful joyful,Positive
bad frustrated poor,Negative
normal adequate regular average,Neutral
frustrated disappointing,Negative
wonderful creative,Positive
common basic,Neutral
good wonderful successful excellent,Positive
inspired joyful,Positive
inspired creative wonderful joyful,Positive
good brilliant joyful creative,Positive
creative joyful inspired happy,Positive
sufficient common standard typical,Neutral
excellent good strong inspired,Positive
happy creative brilliant,Positive
joyful inspired,Positive
joyful happy,Positive
failure bad,Negative
sad poor disappointing horrible,Negative
average adequate,Neutral
common normal regular basic,Neutral
normal standard usual,Neutral
sad weak,Negative
normal common typical regular,Neutral
sufficient normal standard common,Neutral
successful wonderful creative,Positive
regular typical,Neutral
frustrated sad weak,Negative
average regular standard,Neutral
frustrated terrible,Negative
sad terrible,Negative
regular typical adequate normal,Neutral
terrible weak sad angry,Negative
frustrated terrible bad disappointing,Negative
wonderful brilliant joyful,Positive
disappointing sad angry,Negative
regular adequate average,Neutral
angry disappointing horrible,Negative
typical normal standard sufficient,Neutral
horrible bad failure poor,Negative
typical average standard,Neutral
average adequate common,Neutral
common normal average,Neutral
average adequate standard,Neutral
sad failure,Negative
adequate basic regular,Neutral
frustrated sad,Negative
normal adequate basic common,Neutral
common usual adequate average,Neutral
basic regular,Neutral
brilliant wonderful,Positive
failure weak,Negative
adequate usual basic,Neutral
common typical normal usual,Neutral
strong creative,Positive
average common,Neutral
poor horrible terrible disappointing,Negative
strong inspired happy excellent,Positive
inspired brilliant strong wonderful,Positive
bad angry terrible,Negative
poor frustrated,Negative
frustrated sad terrible weak,Negative
normal basic,Neutral
weak sad,Negative
joyful good strong,Positive
happy joyful excellent,Positive
good inspired,Positive
weak failure,Negative
terrible sad frustrated angry,Negative
adequate normal,Neutral
bad horrible angry,Negative
normal usual sufficient regular,Neutral
angry terrible poor sad,Negative
creative strong excellent,Positive
happy good inspired creative,Positive
weak disappointing,Negative
joyful happy,Positive
sufficient average adequate common,Neutral
successful joyful wonderful happy,Positive
strong excellent,Positive
failure poor frustrated,Negative
disappointing terrible horrible failure,Negative
angry weak,Negative
successful strong brilliant excellent,Positive
successful wonderful happy strong,Positive
sad disappointing,Negative
standard sufficient usual common,Neutral
poor bad,Negative
frustrated sad horrible angry,Negative
weak failure disappointing frustrated,Negative
angry frustrated horrible,Negative
typical sufficient,Neutral
terrible disappointing weak angry,Negative
disappointing angry,Negative
basic adequate,Neutral
brilliant joyful,Positive
joyful creative strong good,Positive
happy brilliant excellent,Positive
normal typical sufficient regular,Neutral
good creative wonderful,Positive
brilliant wonderful happy creative,Positive
basic adequate regular usual,Neutral
sufficient adequate,Neutral
basic usual average,Neutral
common typical,Neutral
successful happy creative brilliant,Positive
good brilliant,Positive
failure disappointing terrible poor,Negative
sad terrible frustrated weak,Negative
wonderful inspired successful,Positive
weak failure sad,Negative
failure poor,Negative
failure poor,Negative
frustrated poor sad weak,Negative
sad failure frustrated terrible,Negative
normal regular typical,Neutral
basic typical usual common,Neutral
common standard normal usual,Neutral
frustrated weak poor,Negative
terrible poor,Negative
bad angry,Negative
good wonderful excellent inspired,Positive
creative strong excellent,Positive
brilliant wonderful creative,Positive
happy wonderful excellent successful,Positive
happy strong successful,Positive
inspired creative good,Positive
frustrated bad,Negative
poor frustrated bad terrible,Negative
frustrated poor,Negative
disappointing poor weak failure,Negative
disappointing poor,Negative
frustrated bad,Negative
regular standard usual typical,Neutral
regular normal standard,Neutral
creative strong successful inspired,Positive
regular average adequate,Neutral
usual basic,Neutral
creative successful,Positive
bad angry horrible,Negative
average regular sufficient,Neutral
typical average usual regular,Neutral
good happy successful creative,Positive
average basic sufficient,Neutral
horrible angry weak bad,Negative
adequate normal,Neutral
wonderful brilliant,Positive
horrible weak failure poor,Negative
wonderful creative,Positive
horrible weak,Negative
inspired joyful strong,Positive
poor sad horrible bad,Negative
good joyful,Positive
basic normal common,Neutral
successful good creative,Positive
wonderful joyful,Positive
sufficient usual typical normal,Neutral
angry disappointing frustrated horrible,Negative
inspired wonderful,Positive
weak angry poor,Negative
average standard common adequate,Neutral
joyful brilliant happy,Positive
basic standard common,Neutral
creative good,Positive
creative excellent,Positive
disappointing bad poor weak,Negative
frustrated weak,Negative
disappointing poor,Negative
brilliant strong good joyful,Positive
brilliant good joyful happy,Positive
failure weak,Negative
horrible terrible,Negative
sad angry,Negative
common usual basic sufficient,Neutral
successful strong creative,Positive
inspired brilliant,Positive
typical sufficient average,Neutral
angry terrible sad,Negative
brilliant good,Positive
common usual,Neutral
wonderful good,Positive
creative good happy wonderful,Positive
inspired joyful,Positive
poor sad,Negative
excellent good,Positive
normal basic average,Neutral
failure sad terrible,Negative
frustrated weak failure poor,Negative
normal standard,Neutral
good excellent successful,Positive
angry frustrated,Negative
common usual average sufficient,Neutral
wonderful good successful,Positive
creative wonderful inspired good,Positive
common adequate standard,Neutral
disappointing sad,Negative
excellent creative wonderful,Positive
poor failure bad,Negative
basic average,Neutral
excellent successful good inspired,Positive
excellent creative,Positive
good successful happy,Positive
average normal usual adequate,Neutral
angry terrible poor,Negative
brilliant creative wonderful strong,Positive
joyful successful happy good,Positive
normal regular adequate,Neutral
strong happy,Positive
wonderful inspired,Positive
average basic usual,Neutral
average adequate,Neutral
sufficient standard,Neutral
excellent strong good joyful,Positive
regular normal,Neutral
frustrated bad poor angry,Negative
successful joyful,Positive
poor failure angry,Negative
strong successful wonderful brilliant,Positive
standard adequate usual,Neutral
good successful,Positive
horrible disappointing angry bad,Negative
sufficient typical,Neutral
creative inspired,Positive
standard average adequate,Neutral
poor frustrated angry,Negative
creative excellent strong,Positive
adequate average common,Neutral
usual basic common,Neutral
weak horrible terrible,Negative
angry failure sad bad,Negative
sufficient common normal,Neutral
typical sufficient usual average,Neutral
bad weak frustrated poor,Negative
standard adequate regular,Neutral
excellent successful,Positive
standard normal,Neutral
usual regular,Neutral
successful inspired,Positive
brilliant successful strong,Positive
adequate usual common,Neutral
excellent wonderful successful,Positive
angry sad bad,Negative
excellent joyful good,Positive
sufficient usual average,Neutral
strong excellent,Positive
weak poor frustrated sad,Negative
weak angry horrible,Negative
usual standard,Neutral
good strong,Positive
joyful strong,Positive
wonderful successful inspired excellent,Positive
regular normal common,Neutral
sufficient standard usual,Neutral
sufficient normal adequate typical,Neutral
sufficient average,Neutral
creative wonderful,Positive
sad poor frustrated,Negative
brilliant good excellent wonderful,Positive
joyful wonderful,Positive
joyful excellent creative,Positive
poor sad weak,Negative
